date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,sequencing_system,flowcell_type,workflow,fastq_workflow,notes
2023_03_20,FALSE,channel1,FF04679658,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679658_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679732,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679732_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF04679738,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF04679738_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06996686,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF06996686_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06996827,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF06996827_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06997053_2,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF06997053_2_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06997535,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF06997535_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06997562,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF06997562_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF06997580,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF06997580_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2023_03_20,FALSE,channel1,FF09460275_3,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230318_SL-NSE_0611_AHKC3TDSX5_arcfastqs/fastq_path/HKC3TDSX5/FF09460275_3_atac,400,200,20,,,,,,TRUE,batch3,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF03154680,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF03154680_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF03154742,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF03154742_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF03154843,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF03154843_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF03154915,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF03154915_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF03155007,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF03155007_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF04677850,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04677850_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF04677928,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04677928_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF04678062,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678062_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF04678121,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678121_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF04678124,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678124_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF04678248,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678248_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_07,FALSE,channel1,FF04678303,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678303_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF04678305,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678305_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF04678359,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678359_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF04678437,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678437_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF04678447,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04678447_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF04679225,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04679225_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF04679318,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04679318_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF04679336,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04679336_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF04679432,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04679432_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF04679617,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF04679617_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF05494827,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF05494827_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF06995962,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06995962_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF06996447,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06996447_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_25,FALSE,channel1,FF06996650,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06996650_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF06996751,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06996751_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF06996897,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06996897_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF06997173,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997173_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_19,FALSE,channel1,FF06997418,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997418_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF06997472,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997472_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_20,FALSE,channel1,FF06997503,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997503_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_06_27,FALSE,channel1,FF06997632_2,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997632_2_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF06997658,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997658_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_07_18,FALSE,channel1,FF06997698,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220803_SL-NSH_0973_BHV5Y3DSX3_arcfastqs/fastq_path/HV5Y3DSX3/FF06997698_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_05_24,FALSE,channel1,FF03154750_FF03154855_FF04679450_FF06997638,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HYG2JDRXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220602_SL-NSA_0374_BHYG2JDRXY_arcfastqs/fastq_path/HYG2JDRXY/FF03154750_FF03154855_FF04679450_FF06997638_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_05_25,FALSE,channel1,FF04678313_FF04677979_FF05494641_FF03155019,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HYG2JDRXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220602_SL-NSA_0374_BHYG2JDRXY_arcfastqs/fastq_path/HYG2JDRXY/FF04678313_FF04677979_FF05494641_FF03155019_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
2022_05_25,FALSE,channel1,FF04679098_FF06997634_FF04678212_FF05494533,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HYG2JDRXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/220602_SL-NSA_0374_BHYG2JDRXY_arcfastqs/fastq_path/HYG2JDRXY/FF04679098_FF06997634_FF04678212_FF05494533_atac,400,200,20,,,,,,TRUE,batch1,NovaSeq6000,S4,,bcl_convert,
